label	text_a
0	proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast . 
0	because the cast is so engagingly messing around like slob city reductions of damon runyon crooks 
0	inspire anything more than a visit to mcdonald 's , let alone 
1	given passionate , if somewhat flawed , treatment 
0	the none-too-original premise 
1	satin rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity 
0	of a mushy , existential exploration of why men leave their families 
0	stifling morality tale 
0	will be upstaged by an avalanche of more appealing holiday-season product 
1	a gift to anyone who loves both dance and cinema 
1	gets a lot of flavor and spice into his charade remake 
0	stopped challenging himself 
1	it has fun with the quirks of family life , 
1	be pleased 
1	it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve 
0	slopped ` em together here 
0	some of the back-story is a little tired 
0	pretentious , 
0	come up with a better script 
1	a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man lost in its midst . 
1	a moving essay about the specter of death , especially suicide . 
1	warmth , wit and interesting characters 
1	the pitch-perfect forster 
0	an undistinguished attempt to make a classic theater piece cinematic . 
1	sign 
0	like mere splashing around 
0	time stinker 
0	, and to the script 's refusal of a happy ending 
1	intricately structured and well-realized 
0	this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks . 
1	high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky 
1	is the drama within the drama 
0	no lika 
1	a thoroughly modern maiden 
1	even more reassuring 
0	frothing 
0	gay s/m fantasy 
0	undistinguished rhythm 
0	the filmmaker would disagree , but , honestly , i do n't see the point 
0	lost on the target audience 
1	better person 
0	is sandler running on empty , repeating what he 's already done way too often 
1	incredible subtlety and acumen 
1	about one of cinema 's directorial giants 
1	a guiltless film for nice evening out . 
0	a film that are still looking for a common through-line 
0	of embarrassment 
0	, kung pow sets a new benchmark for lameness . 
0	an empty , purposeless exercise . 
0	the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens 
1	the intoxicating fumes 
1	an irresistible blend of warmth and humor 
1	the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) 
0	not a strike against yang 's similarly themed yi yi , but i found what time ? 
0	say nothing of boring 
0	a sad aristocrat in tattered finery 
0	, the film would be a total washout . 
1	a compelling piece 
1	swept away '' is the one hour and thirty-three minutes 
1	meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics . 
1	juwanna mann 
1	what i like about men with brooms and what is kind of special 
0	you 'd be wise to send your regrets 
0	's too loud , too goofy and too short of an attention span 
1	resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue 
0	impudent 
1	... quite good at providing some good old fashioned spooks . 
0	wretchedly unfunny wannabe comedy 
1	with grace and humor and 
1	enormously enjoyable 
1	americans 
1	more accurate than anything 
1	low , smoky and inviting 
1	but every bit as filling as the treat of the title 
1	most original american productions 
1	exploits ( headbanger ) stereotypes in good fun , while adding a bit of heart and unsettling subject matter . 
1	unique director 's 
0	with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought 
0	the devastation 
0	, much about the film , including some of its casting , is frustratingly unconvincing . 
0	idiots 
0	vulgar 
1	this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture . 
0	some of this laughable dialogue 
1	a journey back to your childhood 
0	i was expecting 
0	's not clear 
0	spy has all the same problems the majority of action comedies have . 
0	with motionless characters 
1	the power of this movie 
0	are still looking for a common through-line 
0	the incomprehensible anne rice novel 
0	does little here but point at things that explode into flame 
0	trying to pass off as acceptable teen entertainment for some time now 
0	is grossly contradictory in conveying its social message 
0	though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia 's true emotions ... but 
0	it 's hard to figure the depth of these two literary figures , and even the times in which they lived . 
0	) best works understand why snobbery is a better satiric target than middle-america 
1	brash , intelligent and erotically perplexing , haneke 's portrait of an upper class austrian society and the suppression of its tucked away demons 
0	essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987 . 
0	flopped as surely 
1	plenty of fun for all 
0	politics 
1	, marvelously twisted shapes history 
1	a splendid meal 
1	acceptable , occasionally very enjoyable 
0	can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise 
1	( it 's ) a clever thriller with enough unexpected twists to keep our interest . 
0	stereotypical caretakers 
0	a questionable kind of inexcusable dumb innocence 
0	it 's impossible to even categorize this as a smutty guilty pleasure . 
1	made the full monty a smashing success ... 
0	is sandler running on empty , repeating what he 's already done way too often . 
0	meant to enhance the self-image of drooling idiots . 
1	probably the best case for christianity since chesterton and lewis . 
0	rather thin moral 
0	overly sillified plot 
1	lots of obvious political insights 
0	, future lizard endeavors will need to adhere more closely to the laws of laughter 
1	get you 
0	had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration 
0	ugly , pointless , stupid movie 
1	, this somber picture reveals itself slowly , intelligently , artfully . 
1	got a place in your heart 
0	hymn and a cruel story of youth culture 
0	it forces you to watch people doing unpleasant things to each other and themselves , and 
0	made every effort to disguise it as an unimaginative screenwriter 's invention 
1	ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining . 
1	real-life hollywood fairy-tale 
1	playwriting 
1	with an unflappable air of decadent urbanity , everett remains a perfect wildean actor , and a relaxed firth displays impeccable comic skill . 
0	the entire point of a shaggy dog story 
0	overall tomfoolery like this is a matter of taste . 
1	french malapropisms 
1	their culture 's manic mix of millennial brusqueness and undying , traditional politesse 
0	by on humor that is not even as daring as john ritter 's glory days on three 's company 
0	sucks , but has a funny moment or two . 
0	contrived , nonsensical and formulaic 
0	it 's unlikely to inspire anything more than a visit to mcdonald 's , let alone some savvy street activism 
0	the first mistake , i suspect , 
0	, uneventful 
0	a characteristically engorged and sloppy coming-of-age movie . 
0	twitchy acting 
0	its sleazy moralizing 
0	, a question comes to mind : so why is this so boring ? 
0	's just another cartoon with an unstoppable superman . 
0	plodding action sequences 
0	trotting out threadbare standbys 
0	we have a bad , bad , bad movie 
1	there is greatness here . 
1	a therapeutic zap of shock treatment 
0	over-indulgent tirade 
1	winningly 
0	frustrated and detached 
1	their scenes brim with sexual possibility and emotional danger 
0	tired stereotypes 
1	... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job 
0	street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo 
0	pretends to be a serious exploration of nuclear terrorism 
0	skip this turd 
0	from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago 
0	is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract 
0	improbable 
1	interview with the assassin is structured less as a documentary and more as a found relic , and 
0	shows crushingly little curiosity about , 
1	a really cool bit -- 
0	the worst kind of hollywood heart-string plucking 
0	nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises 
0	one strike 
1	while adding the rich details and go-for-broke acting that heralds something special 
0	really unclear 
0	have strip-mined the monty formula mercilessly since 1997 
1	'd expect to see on showtime 's ` red shoe diaries 
1	it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original . 
0	an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more . 
1	great material 
0	as single-minded as john carpenter 's original 
0	the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects 
1	touching , raucously amusing , uncomfortable 
1	terror by suggestion , rather than the overuse of special effects 
0	hard to like a film so cold and dead 
0	disney scrape 
0	being `` in the mood '' to view a movie as harrowing and 
0	splatter 
0	the pretensions -- and disposable story -- 
0	, lacks fellowship 's heart 
0	record the lives of women torn apart by a legacy of abuse 
0	feces 
1	slaloming through its hackneyed elements with enjoyable ease 
0	sometimes makes less sense than the bruckheimeresque american action flicks it emulates . 
0	slow and 
0	the problem with all of this : it 's not really funny . 
1	even if the naipaul original remains the real masterpiece 
0	brought down 
1	, big-hearted and frequently 
1	both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . 
0	the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate . 
0	unemployment 
1	proves to be a good match of the sensibilities of two directors . 
1	proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film 
1	ingenious fun 
0	bags 
1	that eclipses nearly everything else she 's ever done 
1	court maneuvers 
0	sad nonsense , this . 
1	relaxed in its perfect quiet pace and 
1	onto the end credits 
1	, director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers 
0	obnoxious comedy 
1	a lovely , eerie film that casts an odd , rapt spell 
0	comedy death 
1	both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny . 
1	reveals a music scene that transcends culture and race 
1	will no doubt 
1	the ambiguous welcome 
0	aimless , arduous 
1	doing battle 
0	nothing special and , until the final act , 
0	's still terrible ! 
0	are puerile 
0	gawky actor 
1	wrap the proceedings up neatly 
0	the face of death 
1	the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food 
1	succeeds 
1	funny and light 
1	precious new star wars movie 
1	a weird and wonderful comedy . 
1	the film , which very simply sets out to entertain and ends up delivering in good measure 
0	that years and years of costly analysis could never fix 
1	catch the pitch of his poetics , savor the pleasure of his sounds and images , and 
0	the film falters 
1	with universal appeal 
0	down-and-dirty 
1	best irish sense 
0	insanely violent 
0	with a sour taste in one 's mouth , and little else 
0	illogic 
1	sincere and artful 
0	feels less like a cousin to blade runner than like a bottom-feeder sequel in the escape from new york series . 
1	is funny , insightfully human and a delightful lark for history buffs 
0	the movie is more interested in entertaining itself than in amusing us 
1	is visually ravishing , penetrating , impenetrable 
1	into the extraordinarily rich landscape 
0	self-hatred and 
0	the work of an exhausted , desiccated talent who ca n't get out of his own way 
0	below is well below expectations . 
1	look at morality , family , and social expectation through the prism of that omnibus tradition called marriage 
1	between two gifted performers 
1	making kahlo 's art a living , 
0	humorless 
0	a plot as musty as one of the golden eagle 's carpets 
1	warm , inviting , 
0	failing 
1	one of those unassuming films that sneaks up on you and stays with you long after you have left the theater 
0	realized that i just did n't care 
0	( lin chung 's ) voice is rather unexceptional 
1	hoped i would -- with moist eyes 
0	like a badly edited , 91-minute trailer ( and ) the director ca n't seem to get a coherent rhythm going 
1	that , with humor , warmth , and intelligence , captures a life interestingly lived 
1	a fascinating case study of flower-power liberation -- 
0	is too busy hitting all of its assigned marks to take on any life of its own . 
0	boredom to the point 
0	the broiling sun for a good three days 
1	strange and beautiful film 
1	with a core of decency 
1	is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth 
0	is of brian de palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career . 
0	'd be hard put to find a movie character more unattractive or odorous ( than leon ) 
1	good sources , 
1	wedding 
1	is a hilarious place to visit 
1	mopping up 
1	huston performance 
0	constrictive 
0	are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy 
1	ultimately very satisfying 
0	, the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation . 
1	laugh as well . 
1	a tour de force of modern cinema . 
1	will undoubtedly enjoy it 
0	exasperating 
1	the film 's reach exceeds its grasp 
1	, duty and friendship 
1	a provocateur 
0	production exists only to capitalize on hopkins ' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book 
0	of randomness usually achieved only by lottery drawing 
0	but no sense of pride or shame 
0	the lack-of-attention span 
1	should be themselves 
0	donovan ... squanders his main asset , jackie chan , and 
0	savagely 
0	overly long and worshipful bio-doc . 
1	the film works well enough to make it worth watching 
0	( less a movie than ) an appalling , odoriferous thing ... so 
0	as morose as teen pregnancy , rape and suspected murder 
0	the film has a laundry list of minor shortcomings , but 
0	a screwed-up man who dared to mess with some powerful people 
1	a young boy 
0	's never as solid as you want it to be 
0	rage 
1	amuse or entertain them 
0	overly convenient plot twists 
0	crude 
1	when a movie has stuck around for this long 
1	a sweet , tender sermon about a 12-year-old welsh boy more curious 
0	need to be invented to describe exactly how bad it is . 
0	... an incredibly heavy-handed , manipulative dud that feels all too familiar . 
0	they are in this tepid genre offering 
1	discursive but oddly riveting documentary . 
1	, this is a film that takes a stand in favor of tradition and warmth . 
1	the performances of the four main actresses bring their characters to life . 
1	absolute delight 
1	must indeed be good to recite some of this laughable dialogue with a straight face . 
1	quite a vision 
0	ultimately feels as flat as the scruffy sands of its titular community . 
1	is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye . 
1	the cockettes ) provides a window into a subculture hell-bent on expressing itself in every way imaginable . ' 
0	the bad sound 
1	palpable 
1	is n't afraid to provoke introspection in both its characters and its audience 
1	cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most . 
0	would have a hard time sitting through this one 
1	a sharp script and 
0	a terrible story 
1	memorable for a peculiar malaise that renders its tension 
0	jar-jar binks : the movie 
0	will only satisfy the most emotionally malleable of filmgoers . 
1	gets an exhilarating new interpretation in morvern callar . 
1	pleasurable expressions 
1	an especially well-executed television movie 
1	that should have been the ultimate imax trip 
1	laid back 
1	sparked by two actresses in their 50s working at the peak of their powers 
1	it 's a cool event for the whole family . 
1	its ability to shock and amaze 
0	your favorite pet get buried alive 
1	should see it as soon as possible . ' 
0	has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more 
1	had much science 
1	first-rate performances 
1	very capable 
0	's also built on a faulty premise , one it follows into melodrama and silliness . 
1	is its personable , amusing cast . 
1	a movie in which laughter and self-exploitation merge into jolly soft-porn 'em powerment . ' 
